GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,RCPTOT,PAYANN,PAYQTR1,EMP,ADMIN_PCT,IMPUT_PCT
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Year,Number of establishments,"Revenue ($1,000)","Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of paid employees for pay period including March 12,Percent of revenue from administrative records (%),Percent of revenue estimated (%)
0500000US17001,17001,"Adams County, Illinois",53,Real estate and rental and leasing,2012,61,D,D,D,e,D,D
0500000US17001,17001,"Adams County, Illinois",531,Real estate,2012,44,D,D,D,c,D,D
0500000US17001,17001,"Adams County, Illinois",5311,Lessors of real estate,2012,22,D,D,D,b,D,D
0500000US17001,17001,"Adams County, Illinois",53111,Lessors of residential buildings and dwellings,2012,11,D,D,D,b,D,D
0500000US17001,17001,"Adams County, Illinois",531110,Lessors of residential buildings and dwellings,2012,11,D,D,D,b,D,D
0500000US17001,17001,"Adams County, Illinois",5311101,Lessors of apartment buildings,2012,9,6181,693,160,25,16.9,7.1
0500000US17001,17001,"Adams County, Illinois",5311109,Lessors of dwellings other than apartment buildings,2012,2,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",53112,Lessors of nonresidential buildings (except miniwarehouses),2012,6,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",531120,Lessors of nonresidential buildings (except miniwarehouses),2012,6,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",5311201,Lessors of professional and other office buildings,2012,5,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",5311209,Lessors of other nonresidential buildings and facilities,2012,1,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",53113,Lessors of miniwarehouses and self-storage units,2012,1,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",531130,Lessors of miniwarehouses and self-storage units,2012,1,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",53119,Lessors of other real estate property,2012,4,586,67,16,6,47.3,0.0
0500000US17001,17001,"Adams County, Illinois",531190,Lessors of other real estate property,2012,4,586,67,16,6,47.3,0.0
0500000US17001,17001,"Adams County, Illinois",5311901,Lessors of manufactured (mobile) home sites,2012,4,586,67,16,6,47.3,0.0
0500000US17001,17001,"Adams County, Illinois",5312,Offices of real estate agents and brokers,2012,11,4592,531,91,17,80.8,17.9
0500000US17001,17001,"Adams County, Illinois",53121,Offices of real estate agents and brokers,2012,11,4592,531,91,17,80.8,17.9
0500000US17001,17001,"Adams County, Illinois",531210,Offices of real estate agents and brokers,2012,11,4592,531,91,17,80.8,17.9
0500000US17001,17001,"Adams County, Illinois",5312101,Offices of residential real estate agents and brokers,2012,10,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",5312109,Offices of nonresidential real estate agents and brokers,2012,1,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",5313,Activities related to real estate,2012,11,3765,1507,351,67,28.8,19.2
0500000US17001,17001,"Adams County, Illinois",53131,Real estate property managers,2012,10,D,D,D,b,D,D
0500000US17001,17001,"Adams County, Illinois",531311,Residential property managers,2012,5,D,D,D,b,D,D
0500000US17001,17001,"Adams County, Illinois",531312,Nonresidential property managers,2012,5,D,D,D,b,D,D
0500000US17001,17001,"Adams County, Illinois",53139,Other activities related to real estate,2012,1,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",531390,Other activities related to real estate,2012,1,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",532,Rental and leasing services,2012,17,18580,4126,1028,131,8.2,15.5
0500000US17001,17001,"Adams County, Illinois",5321,Automotive equipment rental and leasing,2012,3,D,D,D,b,D,D
0500000US17001,17001,"Adams County, Illinois",53211,Passenger car rental and leasing,2012,1,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",532111,Passenger car rental,2012,1,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",53212,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing",2012,2,D,D,D,b,D,D
0500000US17001,17001,"Adams County, Illinois",532120,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing",2012,2,D,D,D,b,D,D
0500000US17001,17001,"Adams County, Illinois",5321202,Truck leasing,2012,2,D,D,D,b,D,D
0500000US17001,17001,"Adams County, Illinois",5322,Consumer goods rental,2012,11,8158,1583,394,63,18.7,0.0
0500000US17001,17001,"Adams County, Illinois",53221,Consumer electronics and appliances rental,2012,2,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",532210,Consumer electronics and appliances rental,2012,2,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",53222,Formal wear and costume rental,2012,1,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",532220,Formal wear and costume rental,2012,1,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",53223,Video tape and disc rental,2012,4,1954,401,105,28,55.4,0.0
0500000US17001,17001,"Adams County, Illinois",532230,Video tape and disc rental,2012,4,1954,401,105,28,55.4,0.0
0500000US17001,17001,"Adams County, Illinois",53229,Other consumer goods rental,2012,4,4242,660,165,19,10.4,0.0
0500000US17001,17001,"Adams County, Illinois",532291,Home health equipment rental,2012,2,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",532299,All other consumer goods rental,2012,2,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",5324,Commercial and industrial machinery and equipment rental and leasing,2012,3,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",53241,"Construction, transportation, mining, and forestry machinery and equipment rental and leasing",2012,2,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",532411,"Commercial air, rail, and water transportation equipment rental and leasing",2012,1,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",5324119,Aircraft rental and leasing,2012,1,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",532412,"Construction, mining, and forestry machinery and equipment rental and leasing",2012,1,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",5324121,Rental and leasing of heavy construction equipment without operators,2012,1,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",53242,Office machinery and equipment rental and leasing,2012,1,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",532420,Office machinery and equipment rental and leasing,2012,1,D,D,D,a,D,D
0500000US17001,17001,"Adams County, Illinois",5324201,Office machine rental and leasing,2012,1,D,D,D,a,D,D
